날짜,카테고리,제품,가격,수량,매출액,고객_세그먼트,마케팅_캠페인,마케팅_채널,고객_ID,성별,연령대
2023-04-04,전자제품,이어폰,426193.91220725543,6,2557163.4732435327,일반 고객,,소셜 미디어,7055,남성,10대
2024-07-01,전자제품,노트북,1020702.9496740234,2,2041405.8993480469,신규 고객,,오프라인 광고,4917,남성,10대
2023-05-10,생활용품,주방용품,27426.69668488905,1,27426.69668488905,일반 고객,시즌 세일,온라인 광고,4967,남성,20대
2024-03-29,의류,액세서리,99174.87658925376,1,99174.87658925376,일반 고객,,온라인 광고,7082,남성,20대
2023-04-20,화장품,헤어케어,71335.39283621502,4,285341.5713448601,VIP 고객,,소셜 미디어,5745,여성,10대
2024-01-30,식품,간식,26176.945368205823,1,26176.945368205823,충성 고객,,오프라인 광고,7850,여성,10대
2023-09-01,전자제품,태블릿,591985.2887949137,3,1775955.866384741,일반 고객,,이메일,2372,남성,50대 이상
2024-01-27,생활용품,화장지,22215.50136305303,1,22215.50136305303,신규 고객,,이메일,3658,여성,10대
2024-02-07,의류,아우터,70073.57219309181,12,840882.8663171018,신규 고객,제휴 마케팅,온라인 광고,2724,여성,50대 이상
2023-01-09,의류,상의,112117.89000977551,6,672707.340058653,VIP 고객,,이메일,1992,여성,30대
2023-10-07,화장품,향수,40075.367004470245,2,80150.73400894049,신규 고객,,온라인 광고,3544,남성,50대 이상
2023-05-08,의류,하의,61455.98829940482,9,553103.8946946433,일반 고객,시즌 세일,소셜 미디어,6551,여성,30대
2023-03-03,의류,아우터,68121.14268287328,4,272484.5707314931,신규 고객,,소셜 미디어,3002,남성,20대
2024-06-07,전자제품,태블릿,772744.2036517883,2,1545488.4073035766,신규 고객,,제휴 마케팅,9502,여성,10대
2024-01-18,전자제품,태블릿,377167.4044105829,2,754334.8088211658,일반 고객,,오프라인 광고,5429,남성,10대
2023-03-23,생활용품,주방용품,22612.175357391923,5,113060.87678695962,일반 고객,,오프라인 광고,4517,여성,40대
2023-08-12,의류,상의,80699.49101156137,3,242098.47303468414,충성 고객,회원 전용 이벤트,온라인 광고,6699,남성,10대
2023-08-26,화장품,바디케어,50555.14556504079,3,151665.43669512236,충성 고객,회원 전용 이벤트,소셜 미디어,5051,여성,30대
2023-01-14,화장품,향수,29680.85120245606,3,89042.55360736817,신규 고객,,이메일,9135,남성,40대
2023-05-10,의류,하의,149864.11528728963,7,1049048.8070110274,일반 고객,시즌 세일,제휴 마케팅,1244,남성,10대
2023-05-13,화장품,바디케어,70559.80112489763,4,282239.2044995905,신규 고객,시즌 세일,제휴 마케팅,3877,남성,20대
2024-05-16,식품,간식,7917.706698788277,2,15835.413397576554,신규 고객,신규 고객 할인,이메일,3586,남성,50대 이상
2024-04-26,화장품,메이크업,34707.72546419101,3,104123.17639257303,신규 고객,,온라인 광고,5987,남성,10대
2023-10-10,전자제품,가전제품,591202.773520721,2,1182405.547041442,신규 고객,,온라인 광고,4404,남성,10대
2023-06-03,의류,신발,104809.24869957927,1,104809.24869957927,신규 고객,,제휴 마케팅,5421,남성,20대
2023-03-10,전자제품,스마트폰,338923.6851315384,4,1355694.7405261537,VIP 고객,,오프라인 광고,4151,여성,40대
2023-10-12,식품,간식,9183.87566060636,1,9183.87566060636,일반 고객,,오프라인 광고,1700,남성,10대
2024-02-23,생활용품,주방용품,25502.502086879966,2,51005.00417375993,신규 고객,제휴 마케팅,이메일,2464,남성,40대
2023-05-15,의류,아우터,141019.56738979474,7,987136.9717285632,일반 고객,시즌 세일,온라인 광고,2048,남성,20대
2023-10-27,전자제품,스마트폰,488836.2815306442,3,1466508.8445919326,충성 고객,,오프라인 광고,6784,남성,10대
2024-02-20,식품,간식,29300.202860825193,1,29300.202860825193,충성 고객,제휴 마케팅,온라인 광고,3093,여성,10대
2024-02-22,화장품,바디케어,80703.26522576204,4,322813.06090304814,일반 고객,제휴 마케팅,온라인 광고,7307,여성,30대
2023-01-24,전자제품,스마트폰,95735.8822941574,1,95735.8822941574,VIP 고객,,이메일,8961,여성,20대
2024-02-04,전자제품,이어폰,1081071.6867680051,3,3243215.0603040154,일반 고객,제휴 마케팅,온라인 광고,1400,남성,20대
2023-12-09,화장품,스킨케어,40490.91855223018,4,161963.6742089207,일반 고객,,이메일,8505,남성,10대
2023-12-21,화장품,바디케어,31161.322395818,1,31161.322395818,VIP 고객,,소셜 미디어,9445,남성,50대 이상
2024-02-26,의류,액세서리,123195.69640293378,8,985565.5712234703,충성 고객,제휴 마케팅,온라인 광고,7994,남성,50대 이상
2024-06-29,화장품,바디케어,68084.58008095798,6,408507.4804857479,신규 고객,,오프라인 광고,7463,여성,10대
2024-04-28,전자제품,태블릿,457601.9774535322,2,915203.9549070644,일반 고객,,제휴 마케팅,2927,남성,50대 이상
2023-07-12,생활용품,화장지,37704.134029785826,5,188520.67014892912,신규 고객,,온라인 광고,5465,남성,30대
2023-12-03,식품,채소,19187.48395809856,1,19187.48395809856,충성 고객,,소셜 미디어,8562,여성,20대
2023-12-21,전자제품,가전제품,243873.08287770094,3,731619.2486331029,신규 고객,,온라인 광고,6902,남성,20대
2023-05-30,화장품,메이크업,59235.98942377767,4,236943.95769511067,일반 고객,시즌 세일,제휴 마케팅,2271,여성,50대 이상
2023-09-03,의류,아우터,123449.81206476672,6,740698.8723886004,신규 고객,,제휴 마케팅,6317,남성,20대
2024-03-01,식품,채소,5287.397056310847,2,10574.794112621694,일반 고객,,온라인 광고,8765,여성,30대
2023-09-30,생활용품,세제,27033.21901010364,1,27033.21901010364,신규 고객,,온라인 광고,3231,여성,30대
2024-04-26,화장품,바디케어,19728.60065026978,6,118371.60390161867,일반 고객,,소셜 미디어,6117,여성,20대
2023-01-21,화장품,바디케어,71082.16033470443,6,426492.96200822655,신규 고객,,제휴 마케팅,8382,여성,40대
2023-03-17,생활용품,욕실용품,46978.03423291278,4,187912.13693165113,충성 고객,,오프라인 광고,4547,여성,20대
2024-06-01,화장품,헤어케어,49776.6380586018,2,99553.2761172036,신규 고객,,소셜 미디어,9458,남성,40대
2023-04-16,식품,간식,7719.289700798277,3,23157.869102394834,신규 고객,,소셜 미디어,7424,남성,20대
2024-06-06,생활용품,세제,12815.22232891097,4,51260.88931564388,VIP 고객,,제휴 마케팅,3005,남성,10대
2023-12-29,의류,액세서리,24166.100696874135,4,96664.40278749654,일반 고객,,제휴 마케팅,8279,여성,30대
2023-07-06,생활용품,주방용품,16807.82305433574,2,33615.64610867148,일반 고객,,제휴 마케팅,2674,여성,10대
2023-07-16,의류,신발,120207.2295468157,2,240414.4590936314,신규 고객,,이메일,9580,여성,30대
2023-11-28,전자제품,이어폰,778721.301554662,13,10123376.920210605,신규 고객,SNS 프로모션,제휴 마케팅,6969,여성,30대
2024-01-24,전자제품,가전제품,538316.653729813,2,1076633.307459626,VIP 고객,,온라인 광고,2685,남성,20대
2024-03-07,전자제품,스마트폰,755370.9647001595,2,1510741.929400319,신규 고객,,오프라인 광고,2377,여성,20대
2023-12-13,생활용품,세제,22798.242937920582,3,68394.72881376174,충성 고객,,온라인 광고,9315,여성,50대 이상
2023-09-22,의류,아우터,141044.8984867882,1,141044.8984867882,VIP 고객,,오프라인 광고,2223,남성,20대
2023-06-19,의류,하의,46717.61699627852,2,93435.23399255704,VIP 고객,,이메일,6120,남성,10대
2024-01-25,화장품,향수,50955.68645497626,3,152867.05936492878,일반 고객,,소셜 미디어,1408,남성,20대
2023-11-16,전자제품,스마트폰,240860.93632906568,2,481721.87265813135,충성 고객,SNS 프로모션,소셜 미디어,1376,남성,20대
2023-06-15,식품,음료,31100.504650945815,5,155502.52325472908,신규 고객,,제휴 마케팅,4810,여성,50대 이상
2023-02-28,화장품,스킨케어,75685.73872920011,3,227057.21618760034,신규 고객,,제휴 마케팅,6001,여성,40대
2023-03-24,의류,아우터,82860.69460427435,3,248582.08381282305,충성 고객,,온라인 광고,7699,여성,20대
2024-01-24,전자제품,스마트폰,132143.88346942238,2,264287.76693884475,충성 고객,,오프라인 광고,3560,여성,30대
2024-03-01,생활용품,화장지,17258.82374647905,4,69035.2949859162,일반 고객,,온라인 광고,6705,여성,50대 이상
2023-10-09,의류,하의,41561.45208478726,2,83122.90416957453,일반 고객,,소셜 미디어,1857,여성,50대 이상
2023-09-11,화장품,스킨케어,27893.968571514582,5,139469.84285757292,충성 고객,,소셜 미디어,6850,여성,10대
2024-03-12,식품,과일,21541.887912437025,4,86167.5516497481,신규 고객,,소셜 미디어,2675,여성,10대
2023-10-12,식품,육류,19674.63670360541,2,39349.27340721082,신규 고객,,오프라인 광고,4072,여성,10대
2023-04-10,생활용품,주방용품,32831.39588793567,6,196988.37532761402,일반 고객,,온라인 광고,4540,여성,40대
2024-07-27,전자제품,태블릿,307133.7069266978,4,1228534.8277067912,일반 고객,,온라인 광고,3143,남성,10대
2023-06-08,화장품,스킨케어,40468.045809955096,5,202340.2290497755,일반 고객,,제휴 마케팅,4088,여성,50대 이상
2023-11-06,식품,채소,15749.767198893533,2,31499.534397787065,일반 고객,SNS 프로모션,이메일,5061,남성,50대 이상
2023-04-25,화장품,헤어케어,57121.43761744751,5,285607.18808723753,일반 고객,,온라인 광고,3876,남성,10대
2023-02-07,전자제품,스마트폰,414353.74689624406,3,1243061.2406887321,일반 고객,신규 고객 할인,오프라인 광고,1432,남성,50대 이상
2023-08-08,화장품,메이크업,49656.037402121015,1,49656.037402121015,신규 고객,회원 전용 이벤트,오프라인 광고,7173,남성,40대
2023-07-02,의류,하의,84029.98150821876,1,84029.98150821876,신규 고객,,오프라인 광고,3339,여성,20대
2023-07-01,화장품,향수,26078.89289712088,1,26078.89289712088,일반 고객,,이메일,7911,남성,10대
2023-11-29,전자제품,가전제품,165375.38229188713,1,165375.38229188713,일반 고객,SNS 프로모션,소셜 미디어,2806,남성,20대
2023-12-09,식품,간식,25313.470860845395,1,25313.470860845395,일반 고객,,제휴 마케팅,3235,여성,50대 이상
2024-01-22,의류,신발,134360.6226050467,4,537442.4904201868,일반 고객,,제휴 마케팅,2563,남성,40대
2023-03-26,전자제품,노트북,645282.6841655397,1,645282.6841655397,일반 고객,,온라인 광고,1236,남성,50대 이상
2023-07-07,전자제품,이어폰,827166.6756129835,3,2481500.026838951,일반 고객,,이메일,9591,여성,20대
2023-07-22,화장품,헤어케어,35481.91309637936,2,70963.82619275872,일반 고객,,이메일,5941,남성,20대
2024-01-19,생활용품,화장지,27089.600031954193,2,54179.200063908385,VIP 고객,,소셜 미디어,2674,남성,10대
2024-04-23,화장품,스킨케어,46075.83521742577,3,138227.5056522773,충성 고객,,소셜 미디어,1530,남성,10대
2023-12-15,화장품,메이크업,67862.58948612241,3,203587.7684583672,VIP 고객,,오프라인 광고,2667,남성,10대
2024-05-31,생활용품,세제,12043.573569176871,1,12043.573569176871,신규 고객,신규 고객 할인,이메일,8734,여성,30대
2024-07-04,화장품,헤어케어,29006.675896361543,4,116026.70358544617,신규 고객,,소셜 미디어,4166,남성,40대
2023-06-02,생활용품,화장지,35541.31605676837,3,106623.94817030511,일반 고객,,이메일,2277,남성,30대
2023-01-12,생활용품,화장지,37956.65728696793,1,37956.65728696793,신규 고객,,온라인 광고,9470,여성,30대
2024-06-27,생활용품,주방용품,30861.59213000694,2,61723.18426001388,충성 고객,,제휴 마케팅,5350,남성,30대
2024-01-31,화장품,향수,51781.75199753011,4,207127.00799012044,충성 고객,,온라인 광고,8132,남성,20대
2024-07-06,전자제품,이어폰,135756.3973479766,1,135756.3973479766,충성 고객,,제휴 마케팅,5343,남성,20대
2023-09-05,생활용품,화장지,28808.197878778738,5,144040.9893938937,신규 고객,,온라인 광고,1551,남성,50대 이상
2023-11-25,식품,과일,24750.567336179523,7,173253.97135325667,일반 고객,SNS 프로모션,제휴 마케팅,6004,여성,50대 이상
2024-01-04,생활용품,화장지,23007.22560881079,4,92028.90243524316,신규 고객,,소셜 미디어,1185,남성,20대
2024-07-17,생활용품,화장지,21578.116088972376,4,86312.4643558895,일반 고객,,오프라인 광고,2253,남성,40대
2024-01-04,화장품,바디케어,33028.71138565535,4,132114.8455426214,신규 고객,,제휴 마케팅,9256,여성,20대
2023-08-06,전자제품,노트북,365373.7197919661,6,2192242.3187517966,VIP 고객,회원 전용 이벤트,온라인 광고,6036,남성,10대
2023-09-22,화장품,스킨케어,42475.52692458692,2,84951.05384917384,일반 고객,,소셜 미디어,5044,남성,40대
2023-05-06,전자제품,노트북,122473.60754449596,5,612368.0377224798,일반 고객,시즌 세일,이메일,1648,여성,20대
2023-05-30,식품,간식,21702.872583481643,3,65108.61775044493,신규 고객,시즌 세일,오프라인 광고,8945,남성,30대
2024-05-14,전자제품,가전제품,806804.609938763,6,4840827.659632578,충성 고객,신규 고객 할인,이메일,5656,여성,20대
2024-07-27,화장품,바디케어,23875.497812277557,1,23875.497812277557,신규 고객,,오프라인 광고,7337,여성,50대 이상
2023-12-24,식품,유제품,29670.38517145621,5,148351.92585728105,충성 고객,,온라인 광고,5364,여성,10대
2023-12-29,전자제품,이어폰,769389.8634727029,7,5385729.04430892,신규 고객,,이메일,2598,남성,40대
2023-04-28,화장품,스킨케어,32261.135012433577,3,96783.40503730073,신규 고객,,제휴 마케팅,1779,여성,10대
2023-02-10,전자제품,이어폰,705397.6066461941,5,3526988.0332309706,신규 고객,신규 고객 할인,제휴 마케팅,8185,여성,40대
2024-04-23,생활용품,세제,20141.828825904566,2,40283.65765180913,신규 고객,,온라인 광고,5666,여성,20대
2023-04-06,전자제품,이어폰,476148.2314774855,6,2856889.388864913,신규 고객,,오프라인 광고,4095,남성,30대
2023-04-28,식품,과일,14730.66730181009,1,14730.66730181009,신규 고객,,제휴 마케팅,5269,여성,30대
2023-03-11,화장품,메이크업,55004.393742959015,1,55004.393742959015,충성 고객,,오프라인 광고,2346,남성,30대
2024-06-12,식품,유제품,19423.477291026895,7,135964.34103718825,VIP 고객,,이메일,7206,여성,10대
2023-07-23,화장품,향수,31166.330390391697,3,93498.99117117509,신규 고객,,이메일,3827,남성,30대
2023-12-06,화장품,바디케어,46653.12390586344,5,233265.6195293172,충성 고객,,온라인 광고,8031,남성,20대
2024-01-07,화장품,메이크업,73342.53612481669,1,73342.53612481669,VIP 고객,,이메일,7428,여성,40대
2024-05-12,생활용품,주방용품,34845.06726993191,1,34845.06726993191,일반 고객,신규 고객 할인,오프라인 광고,7546,여성,10대
2023-07-10,생활용품,화장지,24798.972293207902,3,74396.9168796237,신규 고객,,이메일,8557,남성,40대
2023-07-27,전자제품,노트북,888863.7035957256,1,888863.7035957256,일반 고객,,제휴 마케팅,2345,남성,50대 이상
2023-09-09,의류,하의,98219.70526638762,2,196439.41053277525,신규 고객,,온라인 광고,4966,남성,50대 이상
2023-06-10,화장품,헤어케어,57180.9247953236,1,57180.9247953236,VIP 고객,,제휴 마케팅,2281,여성,20대
2024-02-21,식품,음료,12136.127779859067,1,12136.127779859067,일반 고객,제휴 마케팅,제휴 마케팅,8772,여성,40대
2023-06-29,생활용품,세제,31154.480913236373,5,155772.40456618188,충성 고객,,제휴 마케팅,6987,여성,50대 이상
2023-10-27,전자제품,태블릿,672460.4459061745,2,1344920.891812349,VIP 고객,,소셜 미디어,1076,여성,20대
2024-02-10,생활용품,세제,11133.700238699636,3,33401.10071609891,신규 고객,제휴 마케팅,제휴 마케팅,7649,여성,50대 이상
2024-04-07,의류,액세서리,84227.64556344441,7,589593.518944111,충성 고객,,오프라인 광고,7520,남성,50대 이상
2024-07-02,전자제품,가전제품,307579.22913499543,5,1537896.1456749772,일반 고객,,제휴 마케팅,9480,여성,50대 이상
2023-07-17,화장품,헤어케어,60135.10922504686,1,60135.10922504686,충성 고객,,제휴 마케팅,9401,여성,20대
2023-04-07,생활용품,주방용품,27687.04927575315,1,27687.04927575315,신규 고객,,제휴 마케팅,5749,남성,50대 이상
2023-10-12,전자제품,이어폰,234662.03138688163,1,234662.03138688163,신규 고객,,이메일,6243,여성,10대
2023-04-18,의류,신발,44860.403671454274,1,44860.403671454274,신규 고객,,온라인 광고,4257,여성,40대
2024-01-16,식품,과일,15634.16104369446,4,62536.64417477784,일반 고객,,오프라인 광고,9452,여성,50대 이상
2024-03-26,생활용품,세제,18713.41051583958,2,37426.82103167916,일반 고객,,소셜 미디어,4295,여성,10대
2024-06-13,생활용품,주방용품,32178.460780881414,2,64356.92156176283,VIP 고객,,오프라인 광고,6444,여성,20대
2023-11-24,의류,신발,103980.83865881847,5,519904.1932940923,신규 고객,SNS 프로모션,제휴 마케팅,2190,여성,10대
2023-06-09,식품,육류,28557.393883746285,8,228459.15106997028,충성 고객,,온라인 광고,7325,남성,30대
2023-06-02,식품,음료,7214.600256528328,4,28858.40102611331,신규 고객,,이메일,3634,여성,20대
2023-05-23,의류,신발,115624.9715931315,4,462499.886372526,일반 고객,시즌 세일,이메일,4895,남성,50대 이상
2023-12-16,생활용품,화장지,34561.79311937503,6,207370.75871625016,일반 고객,,소셜 미디어,2345,여성,40대
2023-12-12,생활용품,화장지,32613.548002837048,1,32613.548002837048,일반 고객,,제휴 마케팅,5574,남성,10대
2024-04-26,식품,채소,7415.857739415699,3,22247.573218247097,VIP 고객,,오프라인 광고,1607,여성,30대
2023-04-02,전자제품,노트북,877466.445976928,3,2632399.337930784,충성 고객,,소셜 미디어,2948,남성,10대
2024-07-30,생활용품,화장지,37895.51767007829,2,75791.03534015658,일반 고객,,온라인 광고,8111,남성,10대
2024-06-29,생활용품,화장지,34349.4984981202,4,137397.9939924808,일반 고객,,제휴 마케팅,9620,여성,40대
2023-05-23,화장품,스킨케어,55491.77783580514,2,110983.55567161027,일반 고객,시즌 세일,소셜 미디어,2802,여성,10대
2023-06-11,의류,신발,45226.71290522068,8,361813.70324176544,일반 고객,,오프라인 광고,8750,여성,40대
2023-09-15,전자제품,스마트폰,622700.3595663374,1,622700.3595663374,신규 고객,,소셜 미디어,6794,여성,30대
2023-04-27,의류,신발,21991.36390635315,4,87965.4556254126,VIP 고객,,소셜 미디어,4337,남성,10대
2023-01-15,식품,육류,25064.19822868432,2,50128.39645736864,일반 고객,,오프라인 광고,2727,남성,50대 이상
2023-04-21,전자제품,노트북,322652.7609477726,4,1290611.0437910904,충성 고객,,오프라인 광고,4141,남성,40대
2024-02-18,화장품,메이크업,26701.38927006358,1,26701.38927006358,신규 고객,제휴 마케팅,온라인 광고,1783,남성,30대
2024-04-15,전자제품,가전제품,667162.7797460594,3,2001488.3392381785,일반 고객,,온라인 광고,9911,남성,40대
2023-12-20,생활용품,청소용품,15385.692954039303,1,15385.692954039303,일반 고객,,이메일,7719,남성,30대
2024-06-12,화장품,헤어케어,35350.05912291361,4,141400.23649165445,신규 고객,,온라인 광고,4398,여성,20대
2024-07-19,의류,신발,91635.5075162679,2,183271.0150325358,충성 고객,,제휴 마케팅,1164,남성,10대
2024-03-17,의류,아우터,107910.41835398595,1,107910.41835398595,일반 고객,,이메일,1210,여성,30대
2023-10-28,생활용품,세제,32257.097913965245,1,32257.097913965245,일반 고객,,제휴 마케팅,5917,여성,40대
2023-09-08,전자제품,스마트폰,1056508.884162183,3,3169526.6524865488,신규 고객,,소셜 미디어,8941,여성,40대
2023-07-20,생활용품,화장지,31152.81230633722,4,124611.24922534887,신규 고객,,오프라인 광고,1229,여성,50대 이상
2023-11-25,생활용품,화장지,36366.50144273953,1,36366.50144273953,VIP 고객,SNS 프로모션,온라인 광고,1966,여성,10대
2024-06-09,화장품,메이크업,48119.86072738092,3,144359.58218214277,신규 고객,,이메일,3873,여성,20대
2024-01-09,생활용품,주방용품,40843.757622415535,5,204218.7881120777,신규 고객,,온라인 광고,3365,여성,20대
2023-12-07,전자제품,태블릿,875464.8584532695,5,4377324.292266347,일반 고객,,오프라인 광고,6865,여성,40대
2024-01-23,의류,하의,124770.94477835468,1,124770.94477835468,일반 고객,,오프라인 광고,3651,여성,50대 이상
2023-01-25,의류,하의,138883.7672947265,1,138883.7672947265,일반 고객,,이메일,5425,여성,20대
2023-07-17,식품,과일,22610.870176528675,6,135665.22105917206,일반 고객,,온라인 광고,7727,여성,40대
2024-03-03,생활용품,욕실용품,46730.42034749504,4,186921.68138998016,충성 고객,,소셜 미디어,2291,여성,30대
2023-07-02,전자제품,스마트폰,328568.0146818871,2,657136.0293637742,충성 고객,,소셜 미디어,2348,여성,20대
2024-04-05,전자제품,태블릿,293426.7202145895,7,2053987.0415021265,일반 고객,,온라인 광고,2806,여성,40대
2023-12-07,식품,간식,18914.962594789642,4,75659.85037915857,신규 고객,,제휴 마케팅,7724,여성,20대
2023-12-27,전자제품,가전제품,481274.8054436871,2,962549.6108873741,충성 고객,,소셜 미디어,3803,남성,30대
2023-03-05,의류,액세서리,66925.13081077342,1,66925.13081077342,신규 고객,,소셜 미디어,1898,여성,50대 이상
2023-10-11,전자제품,스마트폰,777917.233691701,4,3111668.934766804,일반 고객,,오프라인 광고,5670,남성,50대 이상
2023-06-15,의류,하의,51230.722898165404,1,51230.722898165404,충성 고객,,제휴 마케팅,3216,남성,10대
2023-04-02,화장품,메이크업,21217.511401422547,1,21217.511401422547,충성 고객,,이메일,8880,여성,30대
2023-10-19,전자제품,노트북,687129.3251481901,1,687129.3251481901,신규 고객,,온라인 광고,6913,남성,50대 이상
2023-12-02,의류,아우터,106957.87007825442,3,320873.61023476324,충성 고객,,오프라인 광고,8632,여성,50대 이상
2023-06-01,화장품,바디케어,27518.06147365189,1,27518.06147365189,일반 고객,,이메일,6336,남성,30대
2024-02-14,생활용품,욕실용품,11387.075645894156,6,68322.45387536494,일반 고객,제휴 마케팅,소셜 미디어,6629,여성,40대
2023-01-16,의류,상의,138297.43629021678,8,1106379.4903217342,충성 고객,,이메일,2797,여성,20대
2023-05-25,화장품,스킨케어,43802.136509803844,3,131406.40952941152,일반 고객,시즌 세일,제휴 마케팅,2742,남성,10대
2023-07-09,식품,음료,26740.68816401044,3,80222.06449203132,충성 고객,,소셜 미디어,9872,여성,40대
2023-02-02,의류,신발,138350.76230231253,6,830104.5738138752,신규 고객,신규 고객 할인,온라인 광고,1836,남성,10대
2023-04-07,생활용품,주방용품,33746.574662169594,1,33746.574662169594,신규 고객,,오프라인 광고,6644,여성,20대
2024-05-23,전자제품,노트북,347100.67245876015,3,1041302.0173762804,일반 고객,신규 고객 할인,오프라인 광고,5549,남성,10대
2023-12-17,생활용품,청소용품,14564.990434257594,1,14564.990434257594,충성 고객,,이메일,5688,여성,30대
2023-03-30,식품,육류,24018.35349201747,1,24018.35349201747,일반 고객,,제휴 마케팅,6159,남성,50대 이상
2023-05-22,식품,육류,26245.50154702899,12,314946.0185643479,일반 고객,시즌 세일,소셜 미디어,9116,여성,30대
2023-01-22,화장품,헤어케어,76683.67606423976,2,153367.3521284795,충성 고객,,오프라인 광고,9941,남성,10대
2024-07-17,화장품,스킨케어,16008.116324700302,6,96048.69794820182,충성 고객,,온라인 광고,5672,남성,40대
2023-02-12,화장품,헤어케어,37703.355527371874,2,75406.71105474375,충성 고객,신규 고객 할인,소셜 미디어,3449,남성,20대
2024-01-20,화장품,향수,29738.96212998201,5,148694.81064991004,일반 고객,,오프라인 광고,8610,남성,20대
2023-01-21,화장품,향수,74607.86762639324,2,149215.7352527865,일반 고객,,소셜 미디어,6607,남성,20대
2024-01-18,전자제품,태블릿,354246.5243471289,3,1062739.573041387,VIP 고객,,온라인 광고,8529,남성,10대
2023-06-27,식품,음료,22143.636752492963,1,22143.636752492963,일반 고객,,온라인 광고,6731,남성,50대 이상
2023-03-09,화장품,향수,50212.64068319698,2,100425.28136639396,충성 고객,,온라인 광고,1117,남성,50대 이상
2023-04-25,전자제품,노트북,436982.97736473946,2,873965.9547294789,충성 고객,,오프라인 광고,7546,여성,40대
2023-01-08,전자제품,스마트폰,585719.5992048922,4,2342878.3968195687,충성 고객,,제휴 마케팅,3784,남성,50대 이상
2024-05-23,화장품,메이크업,65926.72391185405,5,329633.6195592702,일반 고객,신규 고객 할인,이메일,2148,여성,50대 이상
2023-01-20,생활용품,세제,16710.580659799623,3,50131.74197939887,일반 고객,,이메일,3368,여성,30대
2024-02-10,전자제품,태블릿,409162.6787368656,8,3273301.4298949246,신규 고객,제휴 마케팅,온라인 광고,7921,남성,20대
2023-02-05,생활용품,세제,21456.831475003866,1,21456.831475003866,일반 고객,신규 고객 할인,온라인 광고,4278,여성,50대 이상
2023-05-13,의류,상의,108707.99849528183,10,1087079.9849528184,VIP 고객,시즌 세일,제휴 마케팅,9118,여성,20대
2024-07-20,식품,채소,30948.06407341493,6,185688.38444048958,충성 고객,,이메일,9444,여성,50대 이상
2024-06-16,화장품,헤어케어,57086.408575682624,2,114172.81715136525,일반 고객,,제휴 마케팅,2516,여성,20대
2023-03-02,전자제품,이어폰,648320.7828574061,3,1944962.3485722183,일반 고객,,이메일,4525,여성,20대
2024-04-24,식품,채소,8051.894443140881,2,16103.788886281762,신규 고객,,이메일,4811,여성,30대
2023-06-16,화장품,향수,44483.89226647096,3,133451.67679941287,VIP 고객,,이메일,7370,여성,50대 이상
2023-10-21,생활용품,청소용품,28737.653402204043,6,172425.92041322426,신규 고객,,소셜 미디어,3819,여성,40대
2023-03-25,의류,상의,119552.00165576089,2,239104.00331152178,일반 고객,,오프라인 광고,9897,여성,10대
2024-07-05,의류,하의,130954.37180447967,5,654771.8590223984,충성 고객,,제휴 마케팅,8078,남성,40대
2024-05-19,의류,상의,59884.39787107929,5,299421.9893553964,일반 고객,신규 고객 할인,소셜 미디어,2357,여성,10대
2023-11-14,전자제품,노트북,440384.86664076993,12,5284618.399689239,일반 고객,SNS 프로모션,이메일,4572,여성,10대
2023-05-31,식품,음료,6535.874818653302,5,32679.37409326651,신규 고객,시즌 세일,이메일,4110,남성,10대
2023-03-27,의류,액세서리,104567.70688887815,2,209135.4137777563,신규 고객,,소셜 미디어,3734,남성,20대
2023-01-21,생활용품,욕실용품,27371.1174256126,4,109484.4697024504,충성 고객,,소셜 미디어,2542,남성,10대
2023-10-01,화장품,스킨케어,49741.68460385178,2,99483.36920770357,일반 고객,,오프라인 광고,1277,여성,50대 이상
2023-01-12,화장품,메이크업,45021.83241488473,1,45021.83241488473,일반 고객,,제휴 마케팅,6097,여성,40대
2024-03-20,식품,유제품,14913.936924375019,4,59655.747697500075,충성 고객,,온라인 광고,6534,여성,10대
2023-07-28,화장품,헤어케어,56638.06589533301,2,113276.13179066603,일반 고객,,온라인 광고,8373,남성,10대
2024-04-10,전자제품,태블릿,709977.5958406852,4,2839910.3833627407,일반 고객,,온라인 광고,5297,남성,30대
2024-04-27,식품,유제품,9550.272941989644,1,9550.272941989644,충성 고객,,오프라인 광고,9088,여성,10대
2024-04-17,화장품,향수,65864.33885961214,4,263457.35543844855,VIP 고객,,이메일,1959,여성,10대
2023-05-17,식품,음료,21743.887528147174,4,86975.5501125887,일반 고객,시즌 세일,이메일,3839,여성,20대
2023-03-30,식품,채소,25081.83992030397,1,25081.83992030397,일반 고객,,소셜 미디어,9196,남성,50대 이상
2023-11-11,전자제품,스마트폰,387863.442484137,6,2327180.654904822,VIP 고객,SNS 프로모션,오프라인 광고,7714,남성,50대 이상
2023-07-18,생활용품,화장지,44136.97806574418,3,132410.93419723253,신규 고객,,소셜 미디어,2500,여성,50대 이상
2023-08-13,의류,아우터,87393.74872494179,4,349574.99489976716,일반 고객,회원 전용 이벤트,온라인 광고,1683,여성,30대
2024-01-25,생활용품,주방용품,21317.970835594413,3,63953.912506783236,신규 고객,,이메일,6024,남성,20대
2023-05-16,전자제품,스마트폰,372981.0979417034,8,2983848.783533627,신규 고객,시즌 세일,온라인 광고,6491,남성,10대
2023-04-27,화장품,스킨케어,33417.354265345464,1,33417.354265345464,VIP 고객,,이메일,1044,여성,40대
