,intent_name,input,result
843,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문배송내역이 없다고 뜨네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
844,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내용이 없어졌어요,선물하기/포장 문의
845,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내용이 없다고 나와요,주문취소 후 재결제 관련
846,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내용이 안보이는데요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
847,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이없다고 떠요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
848,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 확인이 안됩니다,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
849,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 존재하지 않는다고 하는데요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
850,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 조회되지 않아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
851,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 없어요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
852,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 없다고 하는데 어떻게 되었나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
853,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 없다고 뜨는데 조회 부탁드려요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
854,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 없다고 뜨는 건 왜 그런거에요,주문취소 후 재결제 관련
855,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 없는데 어떻게하나요?,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
856,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 없는데,주문/결제 취소 확인
857,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 안 뜨네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
858,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 안 떠요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
859,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 뜨질 않아요,주문취소 후 재결제 관련
860,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역이 누락,배송 문제 및 오배송 문의
861,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역에 구매한 상품이 안 보입니다,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
862,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역 확인이 안됩니다,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
863,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역 확인이 안 돼요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
864,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문내역 확인 오류,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
865,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 조회가 안되네요,배송지연/조회 관련
866,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 배송내역이 안 나와요,미수령/미배송 문의
867,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 배송 내역이 검색이 안되는 것 같습니다,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
868,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역이 확인되지 않아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
869,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역이 없어졌다니까요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
870,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역이 없다고 나오는데 확인해주세요,주문/결제 취소 확인
871,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역이 없는 것 같아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
872,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역이 안 나와요,미수령/미배송 문의
873,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역이 사라졌나봐요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
874,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역을 찾을 수가 없어요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
875,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역보니 안 보이네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
876,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 내역 조회가 안되는데 어떻게 해야되나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
877,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 기록이 확인되지 않아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
878,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 기록이 없어 보이네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
879,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 기록이 없는 것 같아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
880,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 기록이 안 보이네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
881,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",주문 기록을 찾을 수가 없어요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
882,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",제 구입 이력이 안뜨나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
883,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",이미 주문했는데 기록이 없나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
884,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",왜 주문 내역 확인이 안되나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
885,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",왜 구매이력이 존재 하지 않나요?,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
886,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",어제 주문한 내역이 없어요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
887,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",어제 주문한 내역이 보이지 않아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
888,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",어제 주문건 주문내역에 없네요,주문/결제 취소 확인
889,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",소셜 계정으로 주문한 내역을 보려고 하는데요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
890,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",소셜 계정으로 주문한 내역은 어디서 볼 수 있나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
891,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",소셜 간편회원으로 주문한 내역을 보고 싶어요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
892,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",소셜 간편회원으로 주문한 것을 확인하려면 어떻게 해야하나요,주문 문의
893,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",소셜 간편 회원으로 주문한 내용을 확인하고 싶어요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
894,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",소셜 간편 회원으로 주문한 내용을 조회하고 싶어요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
895,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",상품이 배송되었다고 하는데 주문내역에는 없네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
896,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",상품을 주문했는데 주문내역에 없어요,주문/결제 취소 확인
897,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",상품 구매했는데 내역이 없다고 나오네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
898,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",방금 구매한 상품조회가 되질 않아요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
899,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",반품하려고하는데 주문내역이 안떠요,주문/반품/교환 취소 철회
900,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",물건을 구매했는데 안 보여요,미수령/미배송 문의
901,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",롯데on 상품 구매했는데 주문내역이 안 보여,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
902,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",롯데온으로 구매한 이력이 없다는데 확인부탁드려요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
903,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",네이버 주문내역,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
904,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구입한 상품이 내역이 없습니다,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
905,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구매목록에 안 나와요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
906,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구매내역이 없습니다,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
907,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구매내역이 없네요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
908,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구매내역에 안 나와요,미수령/미배송 문의
909,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구매내역 확인이 안 돼요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
910,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구매내역 확인 오류,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
911,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구매내역 검색안됨,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
912,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",구매기록이 없어진 것 같은데요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
913,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",결제했는데 주문내역에 없어요,주문/결제 취소 확인
914,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",결제했는데 주문내역에 없는데요 어떻게 하죠,주문/결제 취소 확인
915,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",결제했는데 조회가 안 되네요,주문/결제 취소 확인
916,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",결제했는데 조회가 뜨질 않네요,주문취소 후 재결제 관련
917,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",결제했는데 보이지 않아요,주문/결제 취소 확인
918,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",결제한 내역이 없어졌다구요,주문/결제 취소 확인
919,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",결제를 했는데 주문내역에는 표시가 없네요,주문/결제 취소 확인
920,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련",결제는 확인이 되는데 구매내역에는 안 나와요,주문/결제 취소 확인
921,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",여러 상품을 한 번에 받을 수 있는 방법이 있을까요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
922,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품추가 묶음배송 안되나요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
923,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품들을 합포장해서 받을 수 있는지 확인하고 싶어요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
924,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품들을 합포장해서 받을 수 있는지 여쭤봐야 할 것 같아요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
925,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품들을 합포장해서 받을 수 있는 방법이 있을까요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
926,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품들을 합쳐서 배송 가능한지 확인하고 싶어요,배송 가능 시간 문의
927,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품들을 합쳐서 배송 가능한지 알려주세요,배송 가능 시간 문의
928,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품들을 합쳐서 배송 가능한지 물어보려고 합니다,배송지연/조회 관련
929,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품들을 합배송해서 받을 수 있는지 알려주세요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
930,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품들을 묶어서 함께 받을 수 있는지 궁금해요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
931,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",배송을 한번에 같이 해주실순 없나요,다중배송 관련
932,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",배송비 없이 묶음배송 하고 싶습니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
933,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",물건을 합배송할 수 있는지 문의하려고 합니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
934,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",물건을 같이 샀는데 따로 오나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
935,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음으로 상품을 받을 수 있는지 여쭤보려고 해요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
936,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음으로 상품을 받을 수 있는 방법을 알려주세요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
937,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음배송 부탁해요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
938,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음배송 문의드립니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
939,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송이나 합배송이 가능한지 문의하려고 합니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
940,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송이 지원되는지 확인하려고 합니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
941,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송이 가능한지 확인하고 싶은데요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
942,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송이 가능한지 알고 싶어요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
943,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송을 요청하려면 어떻게 해야 할까요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
944,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송을 요청하고 싶어요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
945,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송을 신청하려면 어떻게 해야 하나요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
946,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송을 신청하고 싶어서요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
947,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송은 어떻게 해야하나요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
948,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",묶음 배송으로 상품들을 받을 수 있는지 확인하려고 합니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
949,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",모두 합배송 부탁드립니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
950,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",롯데마트 주문했는데 빠뜨린게 있어서 추가로 주문하연 합배송 가능한가요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
951,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",따로따로 주문했는데 같이 보내주세요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
952,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",따로 주문했는데 같이 보내주세요,선물하기/포장 문의
953,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",그냥 합포장 해주세요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
954,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",반품 합포장,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
955,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",추가주문이 안되네요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
956,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",추가주문 하려는데 왜 안되나요,주문/반품/교환 취소 철회
957,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",추가상품이 있는데 함께 배송될까요?,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
958,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",추가로 주문할게 있는데요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
959,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",추가 합배송 원합니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
960,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",추가 주문할 수 있나요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
961,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",추가 주문은 어떻게 하나요,미수령/미배송 문의
962,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",추가 주문 하는 방법,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
963,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",지금 상품추가는 안될까요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
964,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",지금 다른 물건들 추가할 수 있나요,상품 하자 및 품질 불량 문의
965,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",주문상품 추가 하기 가능한가요,주문 문의
966,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",주문상품 받기전인데 추가주문이 가능한지요 가능하면 방법을 자세히 알려주시면 감사하겠습니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
967,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",주문더하기는 어떻게 합니까,주문/결제 취소 확인
968,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",주문더하기 마감시간,배송 가능 시간 문의
969,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",장보기 상품추가,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
970,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",이미 결제했는데 다른 상품을 추가하고 싶어요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
971,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",아직 배송시간 있는데 추가배송 안되나요,미수령/미배송 문의
972,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",상품 더담기,배송 문제 및 오배송 문의
973,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",배송전 추가주문하고싶습니다,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
974,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",배송 더하기 신청,환불/취소 문의
975,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",배달하는 물품에 추가 할 수 있나요,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련"
976,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",마트 추가주문,배송 가능 시간 문의
977,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",롯데마트서 방금 구매했는데 추가로 주문할수 있나요,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
978,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",롯데마트몰 배송주문했는데 추가로 배송원해요 어떻개 해야할까요,배송 문제 및 오배송 문의
979,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",롯데마트 추가주문,"주문 내역 조회, 구매 이력 확인 등 주문/배송 조회 관련"
980,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",다시 주문하지 않고 이미 주문한 것에 상품 더하기는 어떻게 하나요?,주문 문의
981,"합배송, 묶음배송, 추가주문 등 동일 주문 내 상품들의 배송 방법 관련",내일 주문건이 있어서 추가 주문하려고 하는데요,배송지연/조회 관련
982,주문/반품/교환 취소 철회,취소 철회,주문/반품/교환 취소 철회
983,주문/반품/교환 취소 철회,주문취소한거 그냥 받고싶어요,주문/반품/교환 취소 철회
984,주문/반품/교환 취소 철회,주문 취소했는데 취소안하려구요,주문/결제 취소 확인
985,주문/반품/교환 취소 철회,주문 취소 철회,주문/반품/교환 취소 철회
986,주문/반품/교환 취소 철회,주문 취소 신청 철회해주세요,주문/반품/교환 취소 철회
987,주문/반품/교환 취소 철회,주문 취소 신청 철회 부탁해요,주문/반품/교환 취소 철회
988,주문/결제 취소 확인,카드 취소가 아직인데 확인 좀 부탁드립니다,주문/결제 취소 확인
989,주문/결제 취소 확인,카드 취소가 되었는지 확인부탁드립니다,주문/결제 취소 확인
990,주문/결제 취소 확인,카드 취소 확인이 안됩니다,주문/결제 취소 확인
991,주문/결제 취소 확인,카드 취소 확인 좀 해주세요,주문/결제 취소 확인
992,주문/결제 취소 확인,카드 취소 언제 돼,주문/결제 취소 확인
993,주문/결제 취소 확인,카드 취소 되는 데에 얼마나 걸려요,주문/결제 취소 확인
994,주문/결제 취소 확인,카드 정상취소된게 맞나요,주문/결제 취소 확인
995,주문/결제 취소 확인,카드 언제 취소 되는지 알려줘,주문/결제 취소 확인
996,주문/결제 취소 확인,취소완료 된건은 언제 카드 취소 되나요,주문/결제 취소 확인
997,주문/결제 취소 확인,취소 반영이 카드사에 아직 안되었어요,주문/결제 취소 확인
998,주문/결제 취소 확인,체크카드 취소된 거 맞나요,주문/결제 취소 확인
999,주문/결제 취소 확인,제 카드가 취소된 게 맞나요,주문/결제 취소 확인
1000,주문/결제 취소 확인,제 카드 취소 된 건지 확인해주세요,주문/결제 취소 확인
1001,주문/결제 취소 확인,정상적으로 카드 취소된 게 맞나요,주문/결제 취소 확인
1002,주문/결제 취소 확인,언제 취소 되는지 알려줘 신용카드,주문/결제 취소 확인
1003,주문/결제 취소 확인,신용카드니까 취소하면 한도복원 되는 거 맞죠,주문/결제 취소 확인
1004,주문/결제 취소 확인,신용카드는 취소 기한이 어떻게 돼,환불/취소 문의
1005,주문/결제 취소 확인,신용카드 취소 제대로 됐나요,환불/취소 문의
1006,주문/결제 취소 확인,신용카드 취소 잘 됐는지 좀 봐주세요,환불/취소 문의
1007,주문/결제 취소 확인,신용카드 제대로 취소됐는지 좀 봐줘,주문/결제 취소 확인
1008,주문/서비스 취소 요청,주문불가 연락이왔는데 어떻게 하면 되나요,주문/서비스 취소 요청
1009,주문/서비스 취소 요청,오늘 산 거 주문취소 해줘,배송지연/조회 관련
1010,주문/서비스 취소 요청,업체에서 취소해 달라는데 어떻게 해야하나요,주문/결제 취소 확인
1011,주문/서비스 취소 요청,스마트픽 취소 될까요,환불/취소 문의
1012,주문/서비스 취소 요청,상품취소하고싶어요,주문/서비스 취소 요청
1013,주문/서비스 취소 요청,사용 전인데 e쿠폰 취소 가능한가요,주문/서비스 취소 요청
1014,주문/서비스 취소 요청,백화점 방문 안하고 상품 안 받고 싶습니다,환불/취소 문의
1015,주문/서비스 취소 요청,구매 안 할래,구매확정/배송완료 관련
